Date,open,high,low,close,volume
2021-05-21,15.125627113969413,15.183731096129877,14.832117340430838,14.954059600830078,672992000
2021-05-24,15.174252706728867,15.705414174003659,15.137844497008365,15.572749137878418,554816000
2021-05-25,15.726362482639168,15.778730264045185,15.44357551176999,15.608409881591797,435408000
2021-05-26,15.69469424475512,15.754044403313245,15.547066551912085,15.660530090332031,370440000
2021-05-27,15.660278094852826,15.71040181104527,15.421130958607247,15.449060440063477,581476000
2021-05-28,15.46202947906416,16.236577036281336,15.46202947906416,16.203659057617188,644536000
2021-06-01,16.229098796505948,16.3470514176023,15.863270065401705,16.22361183166504,472804000
2021-06-02,16.21139203355558,16.876216524208118,16.194683808700496,16.736068725585938,594168000
2021-06-03,16.65876682044273,17.215613878178374,16.54131266131784,16.92708969116211,580008000
2021-06-04,17.069476909819976,17.6165979934895,17.052521354002085,17.5340576171875,617120000
2021-06-07,17.52707659864361,17.76771918028066,17.149528167001655,17.574705123901367,575756000
2021-06-08,17.483189415739016,17.577202211430077,17.20763302961536,17.413116455078125,323848000
2021-06-09,17.475719983872768,17.53483445076462,17.216313965511866,17.318578720092773,381656000
2021-06-10,17.310348253638647,17.45202392117329,17.136746130755657,17.385175704956055,287772000
2021-06-11,17.439550960234815,17.898251342387297,17.403883229039902,17.78451156616211,416308000
2021-06-14,17.865072468441838,17.9982664755166,17.622378570506847,17.977563858032227,321376000
2021-06-15,17.874054743695652,17.975073024219547,17.687481873167364,17.74784278869629,243032000
2021-06-16,17.75008652975666,17.91371123664021,17.544306809592758,17.769540786743164,307124000
2021-06-17,17.733882160929696,18.791957932569378,17.7156743524254,18.614614486694336,809656000
2021-06-18,18.74106585941373,19.330714616540423,18.54152223766029,18.596147537231445,968856000
2021-06-21,18.39311488047978,18.494135068349298,17.78201553321056,18.385133743286133,672384000
2021-06-22,18.429284231032042,18.920409647101682,18.343978923682204,18.843584060668945,580144000
2021-06-23,18.964304575117165,19.10897361319787,18.86453275909637,19.013690948486328,332356000
2021-06-24,19.183802290450465,19.37561216814701,19.04461957476454,19.161602020263672,320924000
2021-06-25,19.236435003149623,19.30128697907614,18.851317522351227,18.987504959106445,278364000
2021-06-28,19.317000214420624,20.03286106908621,19.274847095565143,19.9393253326416,495436000
2021-06-29,19.8370606251026,20.052815878812567,19.612075871754318,19.980981826782227,367632000
2021-06-30,19.953546322125256,20.116423218061342,19.818356024611578,19.956789016723633,326568000
2021-07-01,20.0790066589229,20.409249572834405,19.973248011353004,20.165807723999023,480136000
2021-07-02,20.393531838306902,20.458383806119546,20.241380242470996,20.440174102783203,342764000
2021-07-06,20.690104043459606,20.794365027841287,20.30374010137351,20.651193618774414,446708000
2021-07-07,20.80584097500275,20.827291472702445,20.28553319651976,20.325191497802734,418428000
2021-07-08,19.811117972492724,20.086984820406965,19.65572366995776,19.857261657714844,503300000
2021-07-09,19.916874216592717,20.03435525988892,19.709100137865747,20.004423141479492,296624000
2021-07-12,20.193739960128703,20.4858202675907,20.141609472181255,20.465618133544922,321984000
2021-07-13,20.353871638255328,20.414483746196098,20.06802744154041,20.203716278076172,290708000
2021-07-14,20.311224805292404,20.37108714983475,19.707607915100564,19.796154022216797,380100000
2021-07-15,19.766471657258307,19.801640805909646,18.815399378990502,18.922903060913086,550564000
2021-07-16,18.987009407333584,19.113219490789987,18.031697155658193,18.119495391845703,688224000
2021-07-19,17.874300065633182,18.998473579343088,17.8246625054645,18.73682403564453,749060000
2021-07-20,18.687196003066212,18.79494899349786,18.12248949419843,18.56946563720703,434687000
2021-07-21,18.838843731264284,19.482369991726237,18.699164320803426,19.365636825561523,371017000
2021-07-22,19.597109765716453,19.841548769491073,19.2319451068273,19.549219131469727,323826000
2021-07-23,19.61107361577112,19.65497367183318,19.206001448211797,19.51329803466797,195672000
2021-07-26,19.26686406834247,19.39756327254006,18.87077017833942,19.249902725219727,203943000
2021-07-27,19.220969582862597,19.577154015985894,18.698167007898192,19.164100646972656,248863000
2021-07-28,19.274851712636238,19.60110410457893,18.95159272378337,19.458431243896484,202191000
2021-07-29,19.474386899841395,19.80762505431973,19.2838234605119,19.617061614990234,190781000
2021-07-30,19.3736191961783,19.585134561055348,19.21897466845994,19.454435348510742,183497000
2021-08-02,19.654979530232666,19.915382736353678,19.316753560759693,19.704864501953125,217444000
2021-08-03,19.694885002968523,20.175783766568422,19.17607297987363,19.76971435546875,301811000
2021-08-04,19.94431173895087,20.27156310038773,19.782681342516437,20.227663040161133,231309000
2021-08-05,20.45314629356312,20.68561356328151,20.29550646605199,20.589832305908203,211435000
2021-08-06,20.47709211719844,20.522986511252395,20.163808690158564,20.3194522857666,178497000
2021-08-09,20.399269221353503,20.461127792585444,20.096962239032255,20.248615264892578,146443000
2021-08-10,20.27555363193905,20.383306595035517,19.78966527712816,19.89043617248535,179238000
2021-08-11,19.997190075674563,20.00317688001312,19.38559215044887,19.653976440429688,185925000
2021-08-12,19.824588657900602,19.983223761879053,19.57516002402308,19.859508514404297,151652000
2021-08-13,19.859510585376018,20.16780442422177,19.8056331423008,20.141862869262695,183063000
2021-08-16,20.088984173742237,20.24063722279305,19.408541689128278,19.904407501220703,210876000
2021-08-17,19.640010842343834,19.7248175706279,19.22296688145729,19.413530349731445,204585000
2021-08-18,19.455432507309833,19.589127025061778,18.95657526353266,18.996484756469727,285913000
2021-08-19,19.449446238959755,20.44815982346293,18.719118863786036,19.75275230407715,766555000
2021-08-20,19.945313428755227,20.8173166087668,19.887447316911796,20.768428802490234,675741000
2021-08-23,20.92307217475191,21.946726358583017,20.902120260869,21.90781593322754,575807000
2021-08-24,21.70328698373668,21.90881557692083,21.485784779557335,21.743194580078125,297299000
2021-08-25,21.687315779720738,22.418640181507506,21.67235067381303,22.162227630615234,347701000
2021-08-26,22.14926689699483,22.288946344750357,21.740204026005294,22.017568588256836,237940000
2021-08-27,22.1333018816298,22.670072471614386,22.116340534614615,22.58426856994629,304722000
2021-08-30,22.777822203844707,22.990334740001824,22.499460525203325,22.636146545410156,262580000
2021-08-31,22.64712359993544,22.64712359993544,22.073337729589888,22.337778091430664,259850000
2021-09-01,22.43756739580158,22.649120064789688,22.309837159244136,22.393659591674805,201767000
2021-09-02,22.47049726134416,22.545339807951134,22.24796811279879,22.3487548828125,187834000
