Date,open,high,low,close,volume
2021-05-21,84.93767690731643,86.1309981782139,82.94559713140796,83.494140625,5968400
2021-05-24,84.81257000450785,86.30422717495343,83.4748935695275,85.10128021240234,5045100
2021-05-25,86.0443749578068,87.72850033537877,82.53176913043016,82.64724731445312,6880900
2021-05-26,83.56149440740464,87.57452298422298,83.56149440740464,87.34355926513672,5458600
2021-05-27,89.1431818134382,90.71182939989795,88.1712059241684,89.97080993652344,5429200
2021-05-28,91.61642204923439,91.67416848625231,89.16241507100031,89.87455749511719,5294200
2021-06-01,91.87625822441444,93.32941989209904,90.25949756785384,92.89635467529297,5293500
2021-06-02,93.7047630258303,93.73363257934561,91.25074818614706,93.15621948242188,6739800
2021-06-03,91.23149385395337,92.17460009146127,87.81512179517681,90.73106384277344,9216500
2021-06-04,91.99176002746322,92.68465867849233,90.50011014358107,91.9051513671875,5410100
2021-06-07,92.44406239400898,95.94704323143367,92.44406239400898,95.62947082519531,6105100
2021-06-08,96.42822467613699,99.32492299058914,94.99431396605235,98.65127563476562,6858900
2021-06-09,99.40190747869113,99.54626257274589,96.18762959707837,96.69768524169922,6085500
2021-06-10,97.41945185472233,98.12196871014899,93.79136000908524,94.61898803710938,7583500
2021-06-11,95.66795896160932,97.57342262752172,95.43698788400405,97.56379699707031,4248600
2021-06-14,98.15083978648995,99.51739302237596,95.51398228109625,96.69768524169922,4487000
2021-06-15,96.66881229804054,97.15961670099404,93.44491599607852,95.86043548583984,4055300
2021-06-16,94.85957473662451,96.18762539100442,92.40556027161745,95.14828491210938,9012600
2021-06-17,94.38802526085688,95.5909721345662,88.53688990500557,91.92438507080078,9239000
2021-06-18,87.7092600133683,90.07665852969049,84.50460784745944,85.58245086669922,8683900
2021-06-21,87.75738473537895,91.85702249059466,86.97787015026185,91.19300079345703,6166900
2021-06-22,90.51933450471269,92.97334880644934,88.57537579135825,92.56916046142578,5801900
2021-06-23,92.47293267576244,94.86920824145149,92.47293267576244,93.47378540039062,3661200
2021-06-24,95.04242139841625,97.2365951538086,94.3302716171574,97.2365951538086,4089900
2021-06-25,97.66967814004138,99.15170983696606,97.08263937235672,97.1307601928711,7071600
2021-06-28,97.6696712120207,98.11235482896768,93.36793154571946,95.48512268066406,5866000
2021-06-29,96.36085329535624,97.05375186625162,93.4160417112559,94.16667938232422,4654200
2021-06-30,93.2331866027347,95.29263094709128,92.17459488196712,94.20516967773438,5513000
2021-07-01,95.87967769254504,97.1692405956056,94.57087086953072,96.64956665039062,5730400
2021-07-02,97.2654884645274,97.34247883950599,93.06960847687563,93.7432632446289,7435800
2021-07-06,93.92608639456112,94.10893666101305,87.35318319693707,89.83606719970703,7106400
2021-07-07,89.42226259177366,90.73106945897477,84.94729847540263,87.28582763671875,8351900
2021-07-08,82.09869181236616,87.59375063900646,80.35682759953387,84.95689392089844,9642400
2021-07-09,87.5841583507842,90.26913666359209,86.74690468048762,90.19214630126953,6551200
2021-07-12,89.21054881776483,90.75994517995234,88.01722741969078,90.51935577392578,4673300
2021-07-13,88.84484650240879,89.40301562959151,85.21676186013154,85.39960479736328,6799400
2021-07-14,86.93937612071609,87.66114427141048,80.99201360751144,81.3673324584961,9419600
2021-07-15,80.2509730112671,81.5405355847253,76.98858241865297,80.03925323486328,10082600
2021-07-16,82.35856657574331,82.37781049750119,76.45930968804896,76.98860931396484,10407100
2021-07-19,72.35003450927873,76.42080981662387,70.64666502687204,73.62034606933594,18616300
2021-07-20,74.04378638657536,81.27108572870873,73.05255936327535,80.24136352539062,13922700
2021-07-21,81.66565437507636,84.65858665323458,81.50205536954218,84.55272674560547,9289800
2021-07-22,83.7924658317621,83.88870011171373,79.42336197367275,80.4434585571289,10142400
