Datetime,open,high,low,close,volume
2023-06-23 13:30:00,109.8499984741211,112.02999877929688,109.70999908447266,111.41000366210938,322254
2023-06-23 14:30:00,111.44000244140625,111.61000061035156,110.89800262451172,111.56999969482422,269983
2023-06-23 15:30:00,111.56999969482422,111.83499908447266,111.38500213623047,111.69000244140625,204236
2023-06-23 16:30:00,111.66999816894531,111.83000183105469,111.47360229492188,111.7699966430664,201668
2023-06-23 17:30:00,111.80000305175781,111.86000061035156,111.45999908447266,111.69999694824219,283702
2023-06-23 18:30:00,111.70999908447266,111.7300033569336,110.94999694824219,111.27999877929688,295025
2023-06-23 19:30:00,111.29000091552734,111.87999725341797,111.29000091552734,111.6500015258789,658385
2023-06-26 13:30:00,111.51000213623047,113.25,111.2699966430664,112.62000274658203,304217
2023-06-26 14:30:00,112.6500015258789,112.6500015258789,111.63999938964844,112.04000091552734,205887
2023-06-26 15:30:00,112.11000061035156,112.37999725341797,111.91000366210938,112.1449966430664,262162
2023-06-26 16:30:00,112.1449966430664,112.5895004272461,112.0,112.56999969482422,186170
2023-06-26 17:30:00,112.58000183105469,113.29000091552734,112.52999877929688,113.0199966430664,214634
2023-06-26 18:30:00,113.0,113.62999725341797,112.97000122070312,113.58999633789062,257502
2023-06-26 19:30:00,113.58999633789062,113.69000244140625,112.9749984741211,113.05999755859375,489997
2023-06-27 13:30:00,113.13999938964844,114.25,112.41999816894531,114.2300033569336,345497
2023-06-27 14:30:00,114.25,114.6449966430664,113.61000061035156,113.7699966430664,262814
2023-06-27 15:30:00,113.77999877929688,114.05999755859375,113.55999755859375,113.95999908447266,169385
2023-06-27 16:30:00,113.94999694824219,114.28610229492188,113.9010009765625,114.26000213623047,141330
2023-06-27 17:30:00,114.27999877929688,114.55000305175781,114.06009674072266,114.54000091552734,170914
2023-06-27 18:30:00,114.54000091552734,114.68000030517578,114.30999755859375,114.62999725341797,271313
2023-06-27 19:30:00,114.62000274658203,114.62000274658203,113.9800033569336,113.9800033569336,451223
2023-06-28 13:30:00,113.88999938964844,114.0,112.88500213623047,113.87999725341797,298448
2023-06-28 14:30:00,113.79609680175781,115.18000030517578,113.79609680175781,114.94999694824219,301853
2023-06-28 15:30:00,114.94000244140625,115.0,114.55000305175781,114.98999786376953,201819
2023-06-28 16:30:00,114.9800033569336,115.19999694824219,114.62000274658203,115.0999984741211,248581
2023-06-28 17:30:00,115.11499786376953,115.19000244140625,114.69000244140625,114.94000244140625,306898
2023-06-28 18:30:00,114.97000122070312,115.30999755859375,114.79000091552734,115.26000213623047,313469
2023-06-28 19:30:00,115.26000213623047,115.3499984741211,114.88999938964844,115.12000274658203,486857
2023-06-29 13:30:00,115.25,116.91000366210938,115.0999984741211,116.91000366210938,349260
2023-06-29 14:30:00,116.97000122070312,117.0,115.69000244140625,115.94000244140625,243786
2023-06-29 15:30:00,115.86000061035156,116.58999633789062,115.83999633789062,116.51000213623047,161506
2023-06-29 16:30:00,116.51000213623047,116.73500061035156,116.25499725341797,116.43000030517578,178880
2023-06-29 17:30:00,116.4000015258789,116.67500305175781,116.18000030517578,116.625,195520
2023-06-29 18:30:00,116.625,116.62999725341797,116.00499725341797,116.26499938964844,376377
2023-06-29 19:30:00,116.28500366210938,116.37000274658203,115.97000122070312,116.36000061035156,365708
2023-06-30 13:30:00,116.79000091552734,116.9800033569336,115.5,116.94999694824219,407054
2023-06-30 14:30:00,116.97000122070312,117.0,115.91000366210938,115.99369812011719,264410
2023-06-30 15:30:00,115.98999786376953,117.38500213623047,115.94000244140625,117.0999984741211,204429
2023-06-30 16:30:00,117.12999725341797,117.30999755859375,117.0,117.11000061035156,145352
2023-06-30 17:30:00,117.0999984741211,117.41000366210938,117.08499908447266,117.37000274658203,147023
2023-06-30 18:30:00,117.36499786376953,117.47000122070312,117.0999984741211,117.30500030517578,199576
2023-06-30 19:30:00,117.30999755859375,117.33000183105469,116.56999969482422,116.62000274658203,384706
2023-07-03 13:30:00,117.16000366210938,118.61000061035156,116.83499908447266,118.44999694824219,475344
2023-07-03 14:30:00,118.47000122070312,118.54000091552734,117.95999908447266,118.43499755859375,330884
2023-07-03 15:30:00,118.41000366210938,118.56999969482422,117.75,117.80999755859375,262854
2023-07-05 13:30:00,117.69999694824219,117.9000015258789,116.66999816894531,116.75,374843
