Date,open,high,low,close,volume
2021-05-21,316.80387122022114,317.43887214336223,313.35095718328677,313.7677001953125,13600900
2021-05-24,315.73230041612777,323.4120547384483,315.5537092244351,322.1023254394531,16445400
2021-05-25,324.533177513485,326.616831914703,322.2709319498647,325.2376708984375,16437000
2021-05-26,325.79333340241755,327.2617901142244,323.2830342689029,325.10870361328125,9686900
2021-05-27,325.44607335297707,331.18106697098676,324.215738131107,330.1590881347656,20477700
2021-05-28,328.4227550113374,330.2781899002935,325.7735309453139,326.1704406738281,12037400
2021-06-01,327.57933830612393,328.839469050858,324.0966889019142,326.5672912597656,11765900
2021-06-02,327.8075307847348,329.2859193445906,324.5729047910016,326.58709716796875,11654300
2021-06-03,323.24332704492036,324.8308747707798,320.961248006466,323.5013122558594,12610800
2021-06-04,323.36240833474403,329.8713271716394,322.6480133267942,327.77777099609375,13289400
2021-06-07,326.9145364253234,335.060601318784,326.36880079638615,333.959228515625,20136700
2021-06-08,334.07832199527667,335.66583948741965,329.6530276600603,331.0818176269531,14580500
2021-06-09,333.1258016057894,334.17754565379573,327.4305049367785,327.6785583496094,13727900
2021-06-10,328.2142973419669,331.33976367002776,325.99171861183015,329.87127685546875,13240200
2021-06-11,329.9904241893929,330.23847761827665,326.3688501836827,328.68072509765625,13587900
2021-06-14,329.3156906835293,334.1973949616918,327.24196787486557,334.14776611328125,12250800
2021-06-15,334.3660818011608,337.2732909264785,332.42135144658135,334.1279602050781,15795200
2021-06-16,334.07837226495525,334.9217297045753,326.16049586366273,328.5021057128906,17232200
2021-06-17,327.91665590302716,335.34835619713573,327.5793069198967,333.8898010253906,17794100
2021-06-18,331.92521504508204,333.5325962354284,326.43827503756376,327.0931396484375,23039500
2021-06-21,328.512029205886,330.32779722761893,325.09881166685085,329.70269775390625,11337500
2021-06-22,330.0995667491543,337.2732824504515,330.01027115286735,336.39019775390625,15345300
2021-06-23,336.7077140585252,340.7460309516775,335.5666743971073,337.93804931640625,14817800
2021-06-24,339.18824270230544,342.214482226336,339.1287123056329,340.50787353515625,12329100
2021-06-25,339.9224463575193,341.4405319220191,337.0351012093616,338.7119445800781,14594400
2021-06-28,339.7934517054594,355.35138354168714,339.1088219177448,352.870849609375,29156100
2021-06-29,353.4959868181793,353.9623284984824,346.33220223052217,349.1501159667969,21417300
2021-06-30,349.4278886007124,350.17204882576885,344.466820433669,345.0025939941406,15107500
2021-07-01,344.1195505239757,351.9084338493456,343.80203488402134,351.630615234375,17137000
2021-07-02,352.3350813174818,353.66464400562825,349.87438050780213,351.9382019042969,11521300
2021-07-06,353.7241473646603,355.9963249803974,346.46113656672946,350.0331115722656,13488500
2021-07-07,352.49383434528966,353.71423776723833,347.2747808070036,347.7609558105469,14218900
2021-07-08,343.03801220730537,345.61774329354535,339.89268183283735,342.9586181640625,14406500
2021-07-09,342.63123253632193,347.97924848366796,342.58160368473915,347.6915283203125,13018700
2021-07-12,348.4951912820845,351.43213503991996,346.91757530230257,350.41015625,10018600
2021-07-13,348.7631387713834,355.69870330658097,346.084149491027,349.3485412597656,11456000
2021-07-14,351.79931298940556,352.4343443386098,344.0302924687415,344.92327880859375,13894200
2021-07-15,346.5107713852772,346.5107713852772,337.57091703181555,341.77789306640625,14781600
2021-07-16,342.2244021364838,343.29597951923523,337.491554086067,338.50360107421875,11026100
2021-07-19,334.9415530868475,337.1442684957518,331.9351470822577,334.3263854980469,14372300
2021-07-20,336.16194824446416,340.77576560791334,331.8954419693958,338.99969482421875,11024300
2021-07-21,338.8409074182049,343.8218082457949,338.59285404527793,343.5340881347656,9279700
2021-07-22,343.9806122329509,348.8027861958201,342.5220569930656,348.45550537109375,12385400
2021-07-23,358.09978366506846,372.40748560789234,354.4087481746398,366.91064453125,33694300
2021-07-26,366.70232570674966,371.5245000314871,365.3529296099251,369.5599060058594,14925200
2021-07-27,369.01418804237403,370.24452329824976,361.71147971727765,364.94610595703125,15705400
2021-07-28,371.6435062586561,374.61021509469094,364.0729119989861,370.37347412109375,29676900
2021-07-29,358.1891240675114,362.67391881987123,353.9622842712004,355.5299987792969,33413200
2021-07-30,351.24364693893176,357.92125598632435,350.1919028478955,353.5257263183594,15976200
2021-08-02,355.31167136622435,356.6015368440314,348.00896403538354,349.2095642089844,13180400
2021-08-03,349.98348464822794,351.01536490403487,344.9926518703987,348.50506591796875,12406100
2021-08-04,349.6759469844377,357.67318656110393,348.7730289315938,356.1253356933594,14180600
2021-08-05,356.83974061353666,361.06655027869056,354.1210545536486,360.143798828125,10247200
2021-08-06,358.5860093865691,362.30681059827253,358.5860093865691,360.6795959472656,8925000
2021-08-09,360.92759478621065,362.93185516840305,357.9410224422908,358.7943115234375,7798900
2021-08-10,359.01264661164123,361.2649909446652,356.2443923686089,358.318115234375,7469900
2021-08-11,359.2805476658655,359.5385026093773,355.0239428784297,357.1571960449219,8400300
2021-08-12,355.65901455364246,360.1735747979415,354.3294215430104,359.8262939453125,7170700
2021-08-13,360.143785948073,361.8206294212598,358.6653973147733,360.3521423339844,7195700
2021-08-16,359.69722899006086,364.09275783068705,354.5972673191107,363.7057800292969,11222100
2021-08-17,360.1536923226501,361.8305356773374,352.3052793550785,355.6589660644531,12328700
2021-08-18,353.47613189774944,357.0580088332662,352.3846907678277,352.682373046875,10042400
2021-08-19,348.6142243498319,354.7857936207644,348.2669435637918,352.3548583984375,12004500
2021-08-20,351.83898985298094,357.1870060382135,350.5590256805761,356.57183837890625,8697700
2021-08-23,356.6412844176642,362.842619862997,356.3039354030331,360.5208435058594,10942000
2021-08-24,360.82843061784286,365.09493733122457,359.02259445247506,362.6640319824219,9235100
2021-08-25,362.7532612697172,367.9722836837917,362.5548064579473,365.52154541015625,9684500
2021-08-26,365.51167077890847,366.5634148299636,361.29476274855944,361.5428161621094,7888700
2021-08-27,362.2572090986586,370.8299192755366,361.2451317980848,369.72857666015625,11219100
2021-08-30,369.6591383120919,378.51959949765813,367.63501386017316,377.6960754394531,13547300
2021-08-31,376.9915944473429,379.7797124259526,375.8505245076621,376.426025390625,12345400
2021-09-01,376.63432800386516,381.3374104188179,375.8604026662153,379.0751647949219,11567200
2021-09-02,378.5294798195521,378.77753321392925,371.14740838049124,372.35791015625,14832900
2021-09-03,371.8320699459693,374.22330850570114,370.2048250054217,373.330322265625,7509600
2021-09-07,372.95322942168843,379.9780879459185,370.2444755627935,379.20416259765625,10793800
2021-09-08,377.19995675435416,377.9044199897593,371.87177413003326,374.630126953125,11067200
2021-09-09,374.6995498243246,376.8724697008113,373.6378740295423,375.0567321777344,9098900
2021-09-10,378.39058756343474,380.8016897745919,375.3147494355466,375.74139404296875,11549600
2021-09-13,378.7080967281156,378.77755895045016,371.43518403399025,373.578369140625,13026300
2021-09-14,374.46139601166345,375.64213258472364,372.1892184534272,373.5981750488281,8711600
2021-09-15,374.06454967027025,374.62018689725124,364.80720954935725,371.008544921875,17940300
2021-09-16,369.8873256244635,370.65131921468594,366.8312907036599,370.15521240234375,11934200
2021-09-17,368.5181001758093,368.5181001758093,358.77455421002566,361.88018798828125,26299000
2021-09-20,356.5023957909097,358.21893651544195,347.0763649668699,352.9304504394531,19822800
2021-09-21,355.7086107920459,357.236628365608,352.4243858735174,354.6965637207031,11751900
2021-09-22,344.5263154319161,347.1159782146659,338.0372304577377,340.53759765625,43692900
2021-09-23,342.6708706244858,346.94733905140663,340.32926108840206,343.2662048339844,21806300
2021-09-24,340.56744248252033,351.59095314020857,339.7042213530986,350.2117614746094,18801900
2021-09-27,347.08620919014766,352.3846257561215,344.3774553783491,350.82684326171875,15205800
2021-09-28,345.26063179852906,346.8779451120339,336.28110916092226,337.99761962890625,21710300
2021-09-29,340.47814340744986,342.54196497120427,336.2414015814139,336.9656982421875,14452200
2021-09-30,337.7991194420631,340.13079708981513,335.5170100804958,336.74737548828125,16547100
2021-10-01,338.95007959136314,342.3335316631441,336.0032342139593,340.3392028808594,14905300
2021-10-04,332.9173927263532,333.32420389284897,320.1873069102043,323.6898193359375,42885000
2021-10-05,326.02153122963404,332.57014704290987,323.6203912754051,330.367431640625,35377900
2021-10-06,327.17251785068817,331.77640370121645,323.26319366414805,331.04217529296875,26443000
2021-10-07,334.3760068358188,336.201676355274,326.4184641021134,326.6565856933594,28307500
2021-10-08,328.92872561470415,330.8039934898283,326.1505094901377,327.4800720214844,15946100
2021-10-11,325.07897314720964,327.8869245412267,322.7770301401252,322.91595458984375,14708200
2021-10-12,320.51479497836937,321.8542895489138,314.8988617207982,321.2490234375,31658700
2021-10-13,324.4240721962077,324.4538373921097,320.1476341318763,322.01300048828125,14761500
2021-10-14,325.8032341975856,327.9464191482135,324.5530656863524,325.971923828125,14302200
2021-10-15,326.1207530110209,326.5077308425533,319.9988121641068,322.2312927246094,21596400
2021-10-18,326.3887429269036,333.27470914883105,324.9500207991667,332.7289733886719,21585000
2021-10-19,337.00536339171015,339.79348135249637,334.6538218634987,337.34271240234375,18786300
2021-10-20,340.77578008650755,341.3016520941956,336.8069256043469,338.1265563964844,13639500
2021-10-21,337.63043926024426,339.6446316371412,335.1697386557774,339.2179870605469,16354400
2021-10-22,323.8089001568594,327.063359410349,318.6096805314403,322.0824279785156,35224500
2021-10-25,317.80598999710963,326.99389721879066,317.2305194575883,326.13067626953125,38409000
2021-10-26,325.70408613688915,327.638884727191,307.18937444715965,313.35101318359375,65654000
2021-10-27,311.74360248983976,316.7642010297312,309.63018261546694,309.7889404296875,29971800
2021-10-28,310.5529394184158,322.98537519345757,305.7109319804182,314.4523620605469,50806800
2021-10-29,317.69682035590796,323.4615779578528,317.1114180662041,321.0505065917969,37059400
2021-11-01,323.50132064541936,330.8536268282647,323.46162362425594,327.41064453125,31518900
2021-11-02,328.7997441561289,332.1831961301534,321.27874819042154,325.5254211425781,28353000
2021-11-03,324.939995125202,329.56371374990124,320.6834209371034,329.037841796875,20786500
2021-11-04,331.40928538211995,334.64388123663895,330.0598590951158,333.2349548339844,22495300
2021-11-05,337.6601630889211,344.0897172664613,336.9953970217085,338.4737854003906,26872800
2021-11-08,341.73819398810986,342.10530814583177,335.7055188278553,335.98333740234375,18342500
2021-11-09,337.3526516997646,338.6524492000935,331.86571125243444,332.7586975097656,17556700
2021-11-10,329.90110972631356,330.59567139945983,322.97547776703135,325.0888977050781,21872600
2021-11-11,327.25187039453397,329.8712983414455,324.45382100127904,325.18804931640625,12376600
2021-11-12,327.60911758764775,339.1981665270857,327.21223815711136,338.2357482910156,25414300
2021-11-15,341.65889120087684,350.89639911973836,340.5277832312008,344.85382080078125,25076600
2021-11-16,341.15280232033473,343.95085205070313,338.2158584260246,340.2895812988281,18181100
2021-11-17,341.55958996835096,344.59576107300916,337.4518415302655,338.1166076660156,13602800
2021-11-18,337.07483533285813,339.793491148668,332.68923750827,336.0528564453125,17487200
2021-11-19,339.5354903311976,349.35839846097593,337.2533809887532,342.611328125,26488500
2021-11-22,346.3321735643987,351.0749537528082,337.8586905223181,338.35479736328125,27116800
2021-11-23,336.29093495274225,338.74170365953904,330.9032225838584,334.6240234375,17225000
2021-11-24,333.3837596661517,339.1187528920676,330.2185959540677,338.40435791015625,13566200
2021-11-26,333.18537074474375,335.12019970178665,329.31574311061917,330.5262451171875,14750700
2021-11-29,334.26687191807986,338.01743831325274,332.6991573903865,335.3979797363281,16650900
2021-11-30,332.39153284383184,333.195223381446,320.91161502439473,321.93359375,25390000
2021-12-01,327.7182372061574,327.9265935829965,307.87396527980366,308.1815490722656,30329600
2021-12-02,308.9752595164392,312.15035464008247,304.80798123160264,307.97314453125,24396200
2021-12-03,311.2872340448146,311.3070674192426,297.168021329285,304.45086669921875,27471000
2021-12-06,305.7307773330619,317.6075751777738,303.9547065343744,315.3949279785156,21758300
2021-12-07,319.06614306450473,323.9974459982289,318.5005740303453,320.2964782714844,18794000
2021-12-08,322.46943949245696,330.15909535727707,320.55447439589165,327.98614501953125,19937700
2021-12-09,326.97410398872734,333.51278849439655,325.44608644592824,327.2519226074219,16879200
2021-12-10,329.97055187122083,332.4213206705392,323.8287472745476,327.18243408203125,14528000
2021-12-13,328.3730839089908,338.4341134815039,327.0236577459982,331.885498046875,22948700
2021-12-14,325.4956296139819,333.0860871840918,325.09875026625247,331.1413269042969,20461000
2021-12-15,329.9010829872585,339.44617276651826,321.4573660255817,338.99969482421875,24681300
2021-12-16,336.340545427701,341.7778560656633,331.14132606182676,332.29229736328125,22635000
2021-12-17,330.20866697035297,334.4851050733317,328.1746412454397,331.19097900390625,40012600
2021-12-20,327.21222650534423,327.3312873022695,320.0186773181742,322.91595458984375,17901800
2021-12-21,323.868485951207,333.38381195036175,321.2291938063381,331.59783935546875,16116800
2021-12-22,331.2009056779404,331.90539917403015,325.7040638349438,327.87701416015625,16764600
2021-12-23,327.52973720926553,334.0485882622083,325.80326484001887,332.62969970703125,13987700
2021-12-27,336.2115846993633,345.1613404781223,335.3781289082556,343.4844970703125,17795000
2021-12-28,343.93104221062464,349.96368822790424,342.5121838763576,343.52423095703125,16637600
2021-12-29,344.20886506827196,346.96721799730705,338.9799096672479,340.269775390625,10747000
2021-12-30,341.3215285234263,344.5263898228477,340.54760301297273,341.6787109375,10593300
2021-12-31,340.34909630287945,340.7658393357724,333.6516545396448,333.7310485839844,12870500
2022-01-03,335.6658703471166,338.4242231212458,334.564527714693,335.9040222167969,14537900
2022-01-04,337.3030520719377,340.41858727642335,329.2859485939772,333.90966796875,15998000
2022-01-05,330.4269709092636,333.1456568355286,321.318457087581,321.6459045410156,20564500
2022-01-06,320.3063548923919,336.5290509417905,320.2071274908761,329.87127685546875,27962800
2022-01-07,330.1491888852964,334.37602909098933,326.31925839804165,329.20660400390625,14722000
2022-01-10,322.77701413394965,325.78342022706335,312.9739386071096,325.5155334472656,24942400
2022-01-11,324.235581381853,332.0244647355846,322.7472608791002,331.7664794921875,16226800
2022-01-12,332.57016386603556,333.7509005316702,327.4602696256606,330.6651306152344,14104900
2022-01-13,332.3717120603452,333.016644823847,323.223501748033,323.9378967285156,14797100
2022-01-14,319.2844684675813,330.1392892257927,318.7089675405318,329.31573486328125,16868500
2022-01-18,320.7727525971954,321.6855721790978,315.1667516493473,315.6727600097656,22645600
2022-01-19,317.0915696404895,324.5530343663227,316.84351627125204,317.10150146484375,20814700
2022-01-20,321.3780296650762,325.2675209136267,313.5197136706013,314.0951843261719,16925000
2022-01-21,312.3588002521819,315.83154828865156,300.6804556131822,300.8094482421875,28710700
2022-01-24,295.5208577507992,307.1198356955683,286.759626090013,306.30621337890625,38878100
2022-01-25,297.614502679901,303.8456033215666,295.2629308448496,297.81292724609375,25108500
2022-01-26,304.61948478062106,305.1155915443927,288.5853105419286,292.33587646484375,28348800
2022-01-27,295.4316565894309,299.3608147276465,291.9688401446875,292.34588623046875,21629900
2022-01-28,293.3182011734946,299.54930182886426,290.74837139396675,299.36077880859375,21871600
