scope,pair,strategy,leader,follower,n_bars,total_return,annual_return,annual_vol,sharpe,max_drawdown,hit_rate,turnover,n_trades
intra_sector,UPS/FDX,lead_lag,UPS,FDX,5078,-0.9208028790665275,-0.5586745652564409,0.3025356412790803,-1.8466404913300114,-0.9276685625716358,0.4602328794158279,5269.0,2663
intra_sector,UPS/FDX,buy_hold_follower,UPS,FDX,5078,0.665288400448163,0.17881430634604345,0.30119043215662955,0.5936918549027937,-0.37435823483565134,0.5121469484495359,0.0,0
intra_sector,BAC/JPM,spread_mr,BAC,JPM,5078,0.3234026120421205,0.09459619400849051,0.06514776707104641,1.4520251155397135,-0.07262165790851349,0.5019676432006996,174.0,174
intra_sector,BAC/JPM,lead_lag,BAC,JPM,5078,-0.6216170800818863,-0.2691062617581803,0.228431596258665,-1.17806059304273,-0.6420085442743879,0.4686142913541255,5029.0,2576
intra_sector,BAC/JPM,buy_hold_follower,BAC,JPM,5078,1.178873000937819,0.28559085046331667,0.22895653044854572,1.2473583955164738,-0.25329994324389793,0.5356367226061204,0.0,0
sector_vs_spy,XLK/SPY,spread_mr,XLK,SPY,5078,0.08049758569827614,0.025288202464546883,0.029477966775968624,0.8578679342688801,-0.035230423209084205,0.5086872586872587,171.0,171
sector_vs_spy,XLK/SPY,lead_lag,XLK,SPY,5078,-0.6483826091231017,-0.28619950159335605,0.14410299632393148,-1.9860759935206589,-0.676076197079992,0.4604926108374384,5001.0,2530
sector_vs_spy,XLK/SPY,buy_hold_follower,XLK,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLF/SPY,spread_mr,XLF,SPY,5078,0.1221216183805105,0.037865981002677795,0.04406484933019531,0.85932396407243,-0.03454144545440918,0.5078125,161.0,161
sector_vs_spy,XLF/SPY,lead_lag,XLF,SPY,5078,-0.6517439657467521,-0.2884077799545791,0.1431745941569798,-2.014378190856699,-0.6781811855514286,0.4540252565114444,5029.0,2592
sector_vs_spy,XLF/SPY,buy_hold_follower,XLF,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLE/SPY,spread_mr,XLE,SPY,5078,0.1867664228966095,0.05678793302054563,0.0740663941034084,0.7667165886496472,-0.07849950446534237,0.48626609442060087,164.0,164
sector_vs_spy,XLE/SPY,lead_lag,XLE,SPY,5078,-0.660096908377152,-0.2939585718991292,0.14419449085038014,-2.0386255408616694,-0.6603113408863817,0.45101517839542676,5057.0,2562
sector_vs_spy,XLE/SPY,buy_hold_follower,XLE,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLV/SPY,spread_mr,XLV,SPY,5078,0.08047020739996391,0.025279822280845465,0.0646060800464724,0.39129169054462365,-0.06072094185002552,0.5103681760473974,158.0,158
sector_vs_spy,XLV/SPY,lead_lag,XLV,SPY,5078,-0.6577772387450903,-0.29240789553807,0.14395689809855894,-2.0312183674440893,-0.6703242382855926,0.44941826069808716,5007.0,2543
sector_vs_spy,XLV/SPY,buy_hold_follower,XLV,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLC/SPY,spread_mr,XLC,SPY,5078,0.11490209425016884,0.03570734242877638,0.038317376650647585,0.9318837965952689,-0.05022700624478804,0.5072529465095195,170.0,170
sector_vs_spy,XLC/SPY,lead_lag,XLC,SPY,5078,-0.6766158699241858,-0.30521413879044745,0.14400067541079462,-2.1195326891332615,-0.6874130304861972,0.4506209343583678,5105.0,2597
sector_vs_spy,XLC/SPY,buy_hold_follower,XLC,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLY/SPY,spread_mr,XLY,SPY,5078,0.009636705323055716,0.0030984000579743487,0.03429205399426665,0.09035329462890662,-0.07562294951487558,0.49724264705882354,154.0,154
sector_vs_spy,XLY/SPY,lead_lag,XLY,SPY,5078,-0.742407239304441,-0.3543664621075864,0.14360845098379615,-2.46758780336382,-0.7471052472998057,0.45169558359621453,5073.0,2577
sector_vs_spy,XLY/SPY,buy_hold_follower,XLY,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLP/SPY,spread_mr,XLP,SPY,5078,0.1287622838606437,0.03984324931856098,0.06561024184992804,0.6072717946947284,-0.06746342580429476,0.4844524560612889,150.0,150
sector_vs_spy,XLP/SPY,lead_lag,XLP,SPY,5078,-0.6635798730352407,-0.2963004201198365,0.14403080440716304,-2.057201730834051,-0.671429786425942,0.451714623571147,5035.0,2579
sector_vs_spy,XLP/SPY,buy_hold_follower,XLP,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLI/SPY,spread_mr,XLI,SPY,5078,0.10095124535322442,0.03150905753415789,0.04210575529077806,0.7483313698224755,-0.03318009305350211,0.4899615548910722,177.0,177
sector_vs_spy,XLI/SPY,lead_lag,XLI,SPY,5078,-0.6758027996398783,-0.3046511340296455,0.14412141821159688,-2.1138505144485973,-0.6872863435298129,0.4512123004139562,5071.0,2581
sector_vs_spy,XLI/SPY,buy_hold_follower,XLI,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLU/SPY,spread_mr,XLU,SPY,5078,0.14742549700287477,0.04535838633125078,0.06915145168405835,0.6559281869957815,-0.05801940501308056,0.4850606909430439,157.0,157
sector_vs_spy,XLU/SPY,lead_lag,XLU,SPY,5078,-0.692350202154379,-0.3163033011241986,0.14383986976548685,-2.198996019948378,-0.7040497230115625,0.44369946756063894,5087.0,2599
sector_vs_spy,XLU/SPY,buy_hold_follower,XLU,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLB/SPY,spread_mr,XLB,SPY,5078,0.19699593814612348,0.05971771374196333,0.05853989657687627,1.0201199051238554,-0.044099423720915354,0.49717759444203213,158.0,158
sector_vs_spy,XLB/SPY,lead_lag,XLB,SPY,5078,-0.7001179465260302,-0.32191991030987954,0.14342567222161456,-2.2445068956167353,-0.7130486956613264,0.44330506803391834,5137.0,2631
sector_vs_spy,XLB/SPY,buy_hold_follower,XLB,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
sector_vs_spy,XLRE/SPY,spread_mr,XLRE,SPY,5078,0.28607785262627794,0.08454134972562355,0.06122307877031525,1.380873870175481,-0.05497230235786743,0.4831756046267087,170.0,170
sector_vs_spy,XLRE/SPY,lead_lag,XLRE,SPY,5078,-0.7059597077453467,-0.32620917758197,0.14361088260025928,-2.2714795123846767,-0.7213548829726065,0.4415302701636758,5199.0,2687
sector_vs_spy,XLRE/SPY,buy_hold_follower,XLRE,SPY,5078,0.7092485543438145,0.188763605940393,0.1441350842815513,1.30962983010899,-0.19433840940536895,0.5388560157790927,0.0,0
